category,title,img,grade,homepage,address,phone,lat,lon
한식,용수산,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_0515-495x250.jpg,icon-bib-gourmand,https://guide.michelin.co.kr/ko/restaurant/yongsusan/,종로구 창덕궁 1길 2,02-743-5999,37.5794436,126.9892122
바비큐,우가,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_4127-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/wooga/,강남구 도산대로 49길 22 지하 1층,02-6272-2223,37.5243661,127.037382
냉면,우래옥,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_1022-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/woo-lae-oak/,중구 창경궁로 62-29,02-2265-0151,37.568233,126.9987201
스시,우오,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_2375-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/uo/,강남구 도산대로 45길 18-10,02-518-4224,37.5238535,127.0364241
바비큐,우참판,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/meet-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/woochampan/,서초구 사평대로 20길 28,02-537-5940,37.4982493,126.9967888
중식,유 유안,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_0227-495x250.jpg,icon-star,https://guide.michelin.co.kr/ko/restaurant/yu-yuan/,종로구 새문안로 97 포시즌스 호텔 11층,02-6388-5500,37.570699,126.9754535
설렁탕,이문 설농탕,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_0796-495x250.jpg,icon-bib-gourmand,https://guide.michelin.co.kr/ko/restaurant/imun-seolnongtang/,종로구 우정국로 38-13,02-733-6526,37.5727712,126.983909
코리안 컨템포러리,이십사절기,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/Twenty-Four-Seasons-Copyright-06-495x250.jpg,icon-star,https://guide.michelin.co.kr/ko/restaurant/twenty-four-seasons/,강남구 도산대로 37길 13,02-518-4818,37.52194,127.0311946
바비큐,이치류,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/1-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/ichiryu/,마포구 잔다리로 3안길 44,02-3144-1312,37.550651,126.9191603
이탈리안,이태리재,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_1178-495x250.jpg,icon-bib-gourmand,https://guide.michelin.co.kr/ko/restaurant/italyjae/,종로구 율곡로 1길 74-9,070-4233-6262,37.5788101,126.9817492
칼국수,임병주 산동 칼국수,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_3845-495x250.jpg,icon-bib-gourmand,https://guide.michelin.co.kr/ko/restaurant/limbyungjoo-sandong-kal-guksu/,서초구 강남대로 37길 63,02-3473-7972,37.4845785,127.0299814
만두,자하 손만두,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_0743-e1478506147443-495x250.jpg,icon-bib-gourmand,https://guide.michelin.co.kr/ko/restaurant/jaha-son-mandu/,종로구 백석동길 12,02-379-2648,37.593133,126.9660386
코리안 컨템포러리,정식당,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_3796-495x250.jpg,icon-star,https://guide.michelin.co.kr/ko/restaurant/jungsik/,강남구 선릉로 158길 11,02-517-4654,37.5256706,127.0410964
냉면,정인면옥,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_1617-495x250.jpg,icon-bib-gourmand,https://guide.michelin.co.kr/ko/restaurant/jungin-myeonok/,영등포구 국회대로 76길 10,02-2683-2615,37.5306561,126.9215578
이노베이티브,제로 컴플렉스,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/88-2-495x250.jpg,icon-star,https://guide.michelin.co.kr/ko/restaurant/zero-complex/,서초구 동광로 113 2층,02-532-0876,37.4940476,126.9947111
코리안 컨템포러리,주옥,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_1021-1-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/joo-ok/,강남구 선릉로 148길 52-7,02-518-9393,37.5225655,127.0439913
스시,코지마,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_3974-495x250.jpg,icon-star,https://guide.michelin.co.kr/ko/restaurant/kojima/,"강남구 압구정로 60길 21, 분더샵 6층",02-2056-1291,37.5258798,127.0419735
프렌치,콘티넨탈,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_0975_re1-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/continental/,중구 동호로 249 신라호텔 23층,02-2230-3369,37.5563327,127.0064244
중식,크리스탈 제이드,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_11651-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/crystal-jade/,중구 남대문로 7길 16 지하 1층,02-3789-8088,37.5641595,126.981168
게장,큰기와집,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_0467-495x250.jpg,icon-star,https://guide.michelin.co.kr/ko/restaurant/keunkiwajip/,종로구 북촌로 5길 62,02-722-9024,37.579948,126.9816357
일식,키오쿠,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_4872-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/kioku/,종로구 새문안로 97 포시즌스 호텔 12층,02-6388-5500,37.570699,126.9754535
프렌치,태번 38,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/TAVERN38_Iberico-Pork-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/tavern-38/,서초구 명달로 22길 12-12,02-522-3738,37.4861829,127.0047285
프렌치,테이블 34,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_4007-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/table-34/,강남구 테헤란로 521 그랜드 인터컨티넨탈 파르나스 호텔 34층,02-559-7631,37.5092369,127.0608687
유러피안 컨템포러리,테이블 포 포,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_1358-e1478507808763-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/table-for-four/,"서초구 사평대로 14길 11, 2층",02-3478-0717,37.4977409,126.9944641
프렌치 컨템포러리,톡톡,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/H25A1284-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/toc-toc/,"강남구 도산대로 51길 33, 3층",02-542-3030,37.5253383,127.0379004
타이,툭툭 누들 타이,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_1209-495x250.jpg,icon-bib-gourmand,https://guide.michelin.co.kr/ko/restaurant/tuktuk-noodle-thai/,마포구 성미산로 161-8,070-4407-5130,37.565188,126.9240429
프렌치,파씨오네,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_4577-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/passionne/,강남구 언주로 164길 39,02-546-7719,37.5254748,127.0367555
프렌치,팔레 드 고몽,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_4823-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/palais-de-gaumont/,강남구 도산대로 81길 21,02-546-8877,37.5258103,127.0472881
냉면,평양면옥,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_1541-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/pyungyang-myeonok/,중구 장충단로 207,02-2267-7784,37.5630338,127.0064838
한식,품,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_2103-495x250.jpg,icon-star,https://guide.michelin.co.kr/ko/restaurant/poom/,"용산구 두텁바위로 60길 49, 대원정사 별관 3층",02-777-9007,37.5488876,126.9835964
아메리칸 컨템포러리,플라워 차일드,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_2662-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/flower-child/,서초구 동광로 95,02-553-2574,37.4937532,126.9926572
두부,피양콩 할마니,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_1094-2-495x250.jpg,icon-bib-gourmand,https://guide.michelin.co.kr/ko/restaurant/piyangkong-halmani/,강남구 삼성로 81길 30,02-508-0476,37.5041192,127.0552702
프렌치 컨템포러리,피에르 가니에르,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/P-495x250.png,icon-star2,https://guide.michelin.co.kr/ko/restaurant/pierre-gagnaire/,중구 을지로 30 롯데호텔 35층,02-317-7181,37.5653618,126.9810115
한식,필경재,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_9886-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/philkyungjae/,강남구 광평로 205,02-445-2115,37.4848296,127.0952027
냉면,필동면옥,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_1515-495x250.jpg,icon-bib-gourmand,https://guide.michelin.co.kr/ko/restaurant/pildong-myeonok/,중구 서애로 26,02-2266-2611,37.560402,126.9970063
한식,하모,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_4366-495x250.jpg,icon-star,https://guide.michelin.co.kr/ko/restaurant/hamo/,"강남구 언주로 819, 2층",02-515-4266,37.52336,127.0328139
일식,하코네,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/도다리-성게알-미역국-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/hakone/,강남구 테헤란로 521번지 그랜드 인터컨티넨탈 파르나스 호텔 1층,02-559-7623,37.5092369,127.0608687
바비큐,한6감,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_0561-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/han6gam/,종로구 종로 33 그랑서울 지하 1층,02-2158-7933,37.5709618,126.981438
한식,한일관,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_5439_1-495x250.jpg,icon-bib-gourmand,https://guide.michelin.co.kr/ko/restaurant/hanilkwan/,강남구 압구정로 38길 14,02-732-3735,37.5277852,127.0325082
족발,할매집,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_0684-495x250.jpg,icon-bib-gourmand,https://guide.michelin.co.kr/ko/restaurant/halmaejip/,종로구 사직로 12길 1-5,02-735-2608,37.5756878,126.9714342
중식,홍보각,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_1710-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/hong-bo-gak/,"중구 동호로 287, 그랜드 앰배서더 호텔 2층",02-2270-3141,37.5605948,127.0021241
중식,홍연,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_1101_1-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/hong-yuan/,"중구 소공로 106, 웨스틴 조선 호텔 1층",02-317-0494,37.5645108,126.9802069
게장,화해당,https://guide.michelin.co.kr/ko/wp-content/uploads/sites/4/2016/11/IMG_1156-495x250.jpg,icon-others,https://guide.michelin.co.kr/ko/restaurant/hwa-hae-dang/,"영등포구 국회대로 74길 20, 205호",02-785-4422,37.5296086,126.9215683
